Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0050868~negative regulation of T cell activation	4	0.4206098843322818	0.07316672935803697	ENSMUSG00000069255, ENSMUSG00000040612, ENSMUSG00000041202, ENSMUSG00000027843	786	25	19984	4.067989821882952	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway	8	0.8412197686645636	0.07325131866566462	ENSMUSG00000036867, ENSMUSG00000029096, ENSMUSG00000047146, ENSMUSG00000027358, ENSMUSG00000000058, ENSMUSG00000040249, ENSMUSG00000021253, ENSMUSG00000000440	786	93	19984	2.1870913020876084	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0006693~prostaglandin metabolic process	5	0.5257623554153523	0.07616327508015759	ENSMUSG00000029919, ENSMUSG00000040703, ENSMUSG00000038155, ENSMUSG00000031613, ENSMUSG00000033715	786	41	19984	3.1006019983863955	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0031663~lipopolysaccharide-mediated signaling pathway	5	0.5257623554153523	0.07616327508015759	ENSMUSG00000021423, ENSMUSG00000021624, ENSMUSG00000053436, ENSMUSG00000023992, ENSMUSG00000027843	786	41	19984	3.1006019983863955	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0043547~positive regulation of GTPase activity	13	1.3669821240799158	0.07661376877219511	ENSMUSG00000031355, ENSMUSG00000052085, ENSMUSG00000015957, ENSMUSG00000026594, ENSMUSG00000027111, ENSMUSG00000024381, ENSMUSG00000000058, ENSMUSG00000071042, ENSMUSG00000025558, ENSMUSG00000004814, ENSMUSG00000057706, ENSMUSG00000021708, ENSMUSG00000030844	786	192	19984	1.7214800678541136	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0030155~regulation of cell adhesion	6	0.6309148264984227	0.07695697764102097	ENSMUSG00000030110, ENSMUSG00000021822, ENSMUSG00000024421, ENSMUSG00000050232, ENSMUSG00000033060, ENSMUSG00000026832	786	58	19984	2.6301658331139772	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0031585~regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	2	0.2103049421661409	0.0770217084418725	ENSMUSG00000034593, ENSMUSG00000028207	786	2	19984	25.42493638676845	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0002399~MHC class II protein complex assembly	2	0.2103049421661409	0.0770217084418725	ENSMUSG00000079547, ENSMUSG00000037548	786	2	19984	25.42493638676845	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0072160~nephron tubule epithelial cell differentiation	2	0.2103049421661409	0.0770217084418725	ENSMUSG00000005583, ENSMUSG00000022353	786	2	19984	25.42493638676845	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:1900142~negative regulation of oligodendrocyte apoptotic process	2	0.2103049421661409	0.0770217084418725	ENSMUSG00000031451, ENSMUSG00000020053	786	2	19984	25.42493638676845	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0021636~trigeminal nerve morphogenesis	2	0.2103049421661409	0.0770217084418725	ENSMUSG00000025810, ENSMUSG00000029765	786	2	19984	25.42493638676845	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0006127~glycerophosphate shuttle	2	0.2103049421661409	0.0770217084418725	ENSMUSG00000023019, ENSMUSG00000032122	786	2	19984	25.42493638676845	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:2001280~positive regulation of unsaturated fatty acid biosynthetic process	2	0.2103049421661409	0.0770217084418725	ENSMUSG00000055782, ENSMUSG00000031378	786	2	19984	25.42493638676845	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:1905123~regulation of glucosylceramidase activity	2	0.2103049421661409	0.0770217084418725	ENSMUSG00000036622, ENSMUSG00000029426	786	2	19984	25.42493638676845	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	25	2.6288117770767614	0.07735518829725199	ENSMUSG00000031453, ENSMUSG00000031377, ENSMUSG00000038903, ENSMUSG00000031133, ENSMUSG00000005580, ENSMUSG00000006494, ENSMUSG00000009828, ENSMUSG00000060275, ENSMUSG00000022861, ENSMUSG00000028944, ENSMUSG00000042282, ENSMUSG00000040061, ENSMUSG00000031659, ENSMUSG00000039831, ENSMUSG00000038204, ENSMUSG00000035697, ENSMUSG00000021180, ENSMUSG00000049871, ENSMUSG00000002007, ENSMUSG00000041762, ENSMUSG00000007613, ENSMUSG00000022376, ENSMUSG00000020654, ENSMUSG00000022419, ENSMUSG00000053436	786	447	19984	1.4219763079848124	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0050982~detection of mechanical stimulus	3	0.31545741324921134	0.07837686192556294	ENSMUSG00000034416, ENSMUSG00000041482, ENSMUSG00000014503	786	12	19984	6.356234096692112	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0043030~regulation of macrophage activation	3	0.31545741324921134	0.07837686192556294	ENSMUSG00000021306, ENSMUSG00000038147, ENSMUSG00000000631	786	12	19984	6.356234096692112	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0009435~NAD biosynthetic process	3	0.31545741324921134	0.07837686192556294	ENSMUSG00000000673, ENSMUSG00000022574, ENSMUSG00000030674	786	12	19984	6.356234096692112	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:1990535~neuron projection maintenance	3	0.31545741324921134	0.07837686192556294	ENSMUSG00000040907, ENSMUSG00000055782, ENSMUSG00000031378	786	12	19984	6.356234096692112	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0006955~immune response	27	2.8391167192429023	0.08023404686480012	ENSMUSG00000028362, ENSMUSG00000036867, ENSMUSG00000023274, ENSMUSG00000003420, ENSMUSG00000051969, ENSMUSG00000018752, ENSMUSG00000097328, ENSMUSG00000004814, ENSMUSG00000052336, ENSMUSG00000050232, ENSMUSG00000036103, ENSMUSG00000030148, ENSMUSG00000030147, ENSMUSG00000037649, ENSMUSG00000026012, ENSMUSG00000026471, ENSMUSG00000089669, ENSMUSG00000020593, ENSMUSG00000060586, ENSMUSG00000079164, ENSMUSG00000062545, ENSMUSG00000021423, ENSMUSG00000021624, ENSMUSG00000002944, ENSMUSG00000036594, ENSMUSG00000073421, ENSMUSG00000079547	786	494	19984	1.3896220292363322	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0002224~toll-like receptor signaling pathway	4	0.4206098843322818	0.08039566668478432	ENSMUSG00000051969, ENSMUSG00000021624, ENSMUSG00000062545, ENSMUSG00000079164	786	26	19984	3.9115286748874536	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0046847~filopodium assembly	4	0.4206098843322818	0.08039566668478432	ENSMUSG00000027111, ENSMUSG00000024013, ENSMUSG00000021253, ENSMUSG00000007613	786	26	19984	3.9115286748874536	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0030177~positive regulation of Wnt signaling pathway	5	0.5257623554153523	0.08169229929389256	ENSMUSG00000027358, ENSMUSG00000006800, ENSMUSG00000024986, ENSMUSG00000031665, ENSMUSG00000022433	786	42	19984	3.026778141281958	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0050873~brown fat cell differentiation	5	0.5257623554153523	0.08169229929389256	ENSMUSG00000068874, ENSMUSG00000026360, ENSMUSG00000027111, ENSMUSG00000031767, ENSMUSG00000000440	786	42	19984	3.026778141281958	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0048146~positive regulation of fibroblast proliferation	7	0.7360672975814931	0.0860053613751	ENSMUSG00000031451, ENSMUSG00000020689, ENSMUSG00000020898, ENSMUSG00000049086, ENSMUSG00000026193, ENSMUSG00000020053, ENSMUSG00000022672	786	78	19984	2.2817250603510146	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0050714~positive regulation of protein secretion	6	0.6309148264984227	0.08619762091871229	ENSMUSG00000020053, ENSMUSG00000023992, ENSMUSG00000000631, ENSMUSG00000021253, ENSMUSG00000036622, ENSMUSG00000029468	786	60	19984	2.5424936386768446	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0048873~homeostasis of number of cells within a tissue	5	0.5257623554153523	0.08741344007262564	ENSMUSG00000022371, ENSMUSG00000025163, ENSMUSG00000042817, ENSMUSG00000040612, ENSMUSG00000029468	786	43	19984	2.9563879519498197	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0035902~response to immobilization stress	4	0.4206098843322818	0.0879201653363284	ENSMUSG00000054640, ENSMUSG00000025190, ENSMUSG00000026986, ENSMUSG00000000440	786	27	19984	3.7666572424842144	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	14	1.4721345951629863	0.08939432260515616	ENSMUSG00000059994, ENSMUSG00000006494, ENSMUSG00000060275, ENSMUSG00000023274, ENSMUSG00000099398, ENSMUSG00000024672, ENSMUSG00000029468, ENSMUSG00000040592, ENSMUSG00000002944, ENSMUSG00000032915, ENSMUSG00000050232, ENSMUSG00000030577, ENSMUSG00000031785, ENSMUSG00000052821	786	218	19984	1.6327940798842122	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0001819~positive regulation of cytokine production	7	0.7360672975814931	0.09015834335132614	ENSMUSG00000002944, ENSMUSG00000032076, ENSMUSG00000040722, ENSMUSG00000044811, ENSMUSG00000029468, ENSMUSG00000079164, ENSMUSG00000046080	786	79	19984	2.2528424646503686	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0002223~stimulatory C-type lectin receptor signaling pathway	3	0.31545741324921134	0.09028959142566434	ENSMUSG00000030165, ENSMUSG00000067610, ENSMUSG00000079293	786	13	19984	5.86729301233118	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0042446~hormone biosynthetic process	3	0.31545741324921134	0.09028959142566434	ENSMUSG00000034656, ENSMUSG00000006611, ENSMUSG00000060402	786	13	19984	5.86729301233118	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0015909~long-chain fatty acid transport	3	0.31545741324921134	0.09028959142566434	ENSMUSG00000031808, ENSMUSG00000002944, ENSMUSG00000000440	786	13	19984	5.86729301233118	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0060394~negative regulation of pathway-restricted SMAD protein phosphorylation	3	0.31545741324921134	0.09028959142566434	ENSMUSG00000036867, ENSMUSG00000040249, ENSMUSG00000000440	786	13	19984	5.86729301233118	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0030282~bone mineralization	6	0.6309148264984227	0.09102615193558293	ENSMUSG00000015957, ENSMUSG00000025784, ENSMUSG00000040963, ENSMUSG00000027358, ENSMUSG00000022265, ENSMUSG00000022353	786	61	19984	2.5008134150919785	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:1990573~potassium ion import across plasma membrane	5	0.5257623554153523	0.09332278948483544	ENSMUSG00000040907, ENSMUSG00000062609, ENSMUSG00000039672, ENSMUSG00000096764, ENSMUSG00000038026	786	44	19984	2.8891973166782323	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0006493~protein O-linked glycosylation	5	0.5257623554153523	0.09332278948483544	ENSMUSG00000037251, ENSMUSG00000047146, ENSMUSG00000003418, ENSMUSG00000039774, ENSMUSG00000035245	786	44	19984	2.8891973166782323	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0006914~autophagy	13	1.3669821240799158	0.09381023526416571	ENSMUSG00000055069, ENSMUSG00000055493, ENSMUSG00000022270, ENSMUSG00000026792, ENSMUSG00000004798, ENSMUSG00000026589, ENSMUSG00000027843, ENSMUSG00000047963, ENSMUSG00000051506, ENSMUSG00000046456, ENSMUSG00000021306, ENSMUSG00000038147, ENSMUSG00000036622	786	199	19984	1.6609254926029637	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0019934~cGMP-mediated signaling	4	0.4206098843322818	0.09572819472381337	ENSMUSG00000110195, ENSMUSG00000002944, ENSMUSG00000042282, ENSMUSG00000005611	786	28	19984	3.63213376953835	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0035023~regulation of Rho protein signal transduction	4	0.4206098843322818	0.09572819472381337	ENSMUSG00000032194, ENSMUSG00000021708, ENSMUSG00000031216, ENSMUSG00000031214	786	28	19984	3.63213376953835	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0060395~SMAD protein signal transduction	7	0.7360672975814931	0.09878465559920763	ENSMUSG00000032179, ENSMUSG00000039153, ENSMUSG00000036867, ENSMUSG00000027358, ENSMUSG00000030117, ENSMUSG00000025232, ENSMUSG00000021253	786	81	19984	2.1972167247824586	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0019216~regulation of lipid metabolic process	5	0.5257623554153523	0.09941614016245805	ENSMUSG00000064141, ENSMUSG00000021556, ENSMUSG00000001247, ENSMUSG00000023992, ENSMUSG00000000440	786	45	19984	2.824992931863161	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:2001237~negative regulation of extrinsic apoptotic signaling pathway	5	0.5257623554153523	0.09941614016245805	ENSMUSG00000027111, ENSMUSG00000038155, ENSMUSG00000020053, ENSMUSG00000007613, ENSMUSG00000025810	786	45	19984	2.824992931863161	1.0	1.0	0.9971006088721368
